group,invariant
"['K15a55539', 'K15a55376']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 661), (0, 661)): 1, (3, 3, (0, 7, 7, 13, 13), (0, 7, 7, 13, 13)): 1, (4, 4, (0, 3, 3, 661), (0, 3, 3, 661)): 1, (5, 5, (0, 19, 19, 19, 19), (0, 19, 19, 19, 19)): 1}"
"['K15n20698', 'K15n18846']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 191), (0, 191)): 1, (3, 3, (0, 13, 13), (0, 13, 13)): 1, (4, 4, (0, 9, 9, 191), (0, 9, 9, 191)): 1, (5, 5, (0, 139, 139), (0, 139, 139)): 1}"
"['K14n2102', 'K14n1614']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11), (0, 11)): 1, (3, 3, (0, 19, 19), (0, 19, 19)): 1, (4, 4, (0, 11, 11, 11), (0, 11, 11, 11)): 1, (5, 5, (0, 31, 31), (0, 31, 31)): 1}"
"['K15n113355', 'K15n115742']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 5, 241), (0, 5, 5, 5, 7, 13, 241, 241)): 1, (2, 2, (0, 5, 7, 13), (0, 5, 7, 13)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (4, 4, (0, 5, 7, 13), (0, 5, 7, 13)): 1, (5, 5, (0, 1009, 1009), (0, 1009, 1009)): 1}"
"['K15a18808', 'K15a18824']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 563), (0, 563)): 1, (4, 4, (0, 7, 7, 563), (0, 7, 7, 563)): 1, (5, 5, (0, 29, 29, 31, 31), (0, 29, 29, 31, 31)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1}"
"['K15n48405', 'K15n42732']","{(1, 1, (0,), (0,)): 1, (4, 24, (0, 8), (0, 2, 3, 4, 4, 13, 13, 13, 16, 19, 64, 64)): 1, (4, 24, (0, 4), (0, 2, 3, 4, 4, 5, 5, 5, 19, 64, 256, 256)): 1, (4, 24, (0, 2, 4), (0, 2, 2, 2, 2, 2, 2, 3, 4, 8, 17, 17, 17, 19, 32, 32)): 1, (4, 12, (0,), (0, 2, 2, 7, 7)): 1, (3, 6, (0, 2, 4), (0, 2, 2, 3, 4, 4, 19)): 1, (3, 3, (0, 2, 2, 7, 7), (0, 2, 2, 7, 7)): 1, (2, 2, (0, 3, 19), (0, 3, 19)): 1, (4, 4, (0, 3, 3, 3, 19), (0, 3, 3, 3, 19)): 1, (5, 5, (0,), (0,)): 1}"
"['K15a4785', 'K15a5103']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 11), (0, 5, 11, 11, 229)): 1, (2, 2, (0, 5, 229), (0, 5, 229)): 1, (3, 3, (0, 7, 7, 43, 43), (0, 7, 7, 43, 43)): 1, (4, 4, (0, 5, 53, 53, 229), (0, 5, 53, 53, 229)): 1, (5, 5, (0, 19, 19, 509, 509), (0, 19, 19, 509, 509)): 1}"
"['K15a27859', 'K15a53560']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1321), (0, 1321)): 1, (3, 3, (0, 7, 7, 37, 37), (0, 7, 7, 37, 37)): 1, (4, 4, (0, 3, 3, 7, 7, 1321), (0, 3, 3, 7, 7, 1321)): 1, (5, 5, (0, 1301, 1301), (0, 1301, 1301)): 1}"
"['K14n315', 'K14n98']","{(1, 1, (0,), (0,)): 1, (4, 12, (0,), (0, 4, 4, 19, 19)): 1, (2, 2, (0, 233), (0, 233)): 1, (3, 3, (0, 4, 4, 19, 19), (0, 4, 4, 19, 19)): 1, (4, 4, (0, 17, 17, 233), (0, 17, 17, 233)): 1, (5, 5, (0, 11, 11, 71, 71), (0, 11, 11, 71, 71)): 1}"
"['K15a18833', 'K15a18785']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 569), (0, 569)): 1, (3, 3, (0, 139, 139), (0, 139, 139)): 1, (4, 4, (0, 13, 13, 569), (0, 13, 13, 569)): 1, (5, 5, (0, 229, 229), (0, 229, 229)): 1}"
"['K15n16985', 'K15n16666']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 3, 11), (0, 3, 9, 11, 11, 73)): 1, (3, 3, (0, 53, 53), (0, 53, 53)): 1, (2, 2, (0, 3, 73), (0, 3, 73)): 1, (4, 4, (0, 3, 17, 17, 73), (0, 3, 17, 17, 73)): 1, (5, 5, (0, 911, 911), (0, 911, 911)): 1}"
"['K15n33186', 'K15n33180']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 2, 2, 9), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 7, 7, 9, 9, 9, 9, 359)): 1, (5, 20, (0, 841), (0, 5, 5, 7, 7, 359, 841, 841, 841, 841)): 1, (2, 2, (0, 359), (0, 359)): 1, (3, 3, (0, 131, 131), (0, 131, 131)): 1, (4, 4, (0, 5, 5, 7, 7, 359), (0, 5, 5, 7, 7, 359)): 1, (5, 5, (0, 11, 11, 271, 271), (0, 11, 11, 271, 271)): 1}"
"['K15n24664', 'K15n28458']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (5, 120, (0, 131), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 25, 25, 25, 41, 41, 41, 41, 41, 131, 131, 131, 131, 173, 173, 173, 173, 173, 199, 199, 199, 199, 199, 199, 241)): 1, (5, 60, (0, 2, 2, 3, 17), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 9, 9, 9, 9, 13, 13, 13, 13, 13, 13, 17, 17, 17, 17)): 1, (2, 2, (0, 241), (0, 241)): 1, (4, 4, (0, 241), (0, 241)): 1, (5, 5, (0, 251, 251), (0, 251, 251)): 1}"
"['K15a11895', 'K15a11841']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 677), (0, 677)): 1, (3, 3, (0, 7, 7, 25, 25), (0, 7, 7, 25, 25)): 1, (4, 4, (0, 19, 19, 677), (0, 19, 19, 677)): 1, (5, 5, (0, 19, 19), (0, 19, 19)): 1}"
"['K15a58267', 'K15a58400']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 8), (0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 839, 839, 839, 12251, 12251, 12251, 12251, 12251)): 1, (2, 2, (0, 1013), (0, 1013)): 1, (3, 3, (0, 181, 181), (0, 181, 181)): 1, (4, 4, (0, 11, 11, 1013), (0, 11, 11, 1013)): 1, (5, 5, (0, 419, 419), (0, 419, 419)): 1}"
"['K15n17298', 'K15n18004']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 331), (0, 331)): 1, (3, 3, (0, 107, 107), (0, 107, 107)): 1, (4, 4, (0, 3, 3, 7, 7, 331), (0, 3, 3, 7, 7, 331)): 1, (5, 5, (0, 991, 991), (0, 991, 991)): 1}"
"['K15n26237', 'K15n25200']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 113, 113), (0, 113, 113)): 1, (2, 2, (0, 419), (0, 419)): 1, (5, 60, (0, 3, 9), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5, 9, 19, 19, 19, 19, 19, 27, 27, 27, 27, 64, 128, 128, 128, 128, 191, 191, 191)): 1, (5, 5, (0, 2, 2, 2, 2, 11, 11), (0, 2, 2, 2, 2, 11, 11)): 1, (4, 4, (0, 13, 13, 419), (0, 13, 13, 419)): 1}"
"['K15n58278', 'K15n70710']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2, 3), (0, 2, 2, 3, 3, 3, 4, 4, 4, 4, 17, 17)): 2, (3, 6, (0, 0, 4), (0, 0, 0, 3, 4, 4, 31)): 1, (4, 24, (0, 2, 2), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31)): 1, (4, 24, (0, 2, 2, 31), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31, 31, 31, 31)): 1, (3, 3, (0, 2, 2, 2, 2, 17, 17), (0, 2, 2, 2, 2, 17, 17)): 1, (4, 24, (0, 2, 2, 7, 7, 31), (0, 0, 0, 0, 0, 0, 3, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 31, 31, 31, 31, 32, 32)): 1, (5, 60, (0, 3, 3, 71, 71), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 9, 16, 16, 16, 16, 27, 27, 27, 27, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71)): 1, (4, 12, (0, 0, 4, 17), (0, 0, 0, 0, 4, 16, 16, 17, 17, 17, 17, 17)): 1, (2, 2, (0, 9, 31), (0, 9, 31)): 1, (4, 12, (0, 0, 2), (0, 0, 0, 0, 2, 2, 2, 17, 17)): 2, (5, 5, (0, 71, 71), (0, 71, 71)): 1, (4, 4, (0, 7, 7, 9, 31), (0, 7, 7, 9, 31)): 1}"
"['K15n18780', 'K15n17257']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 13, 27), (0, 13, 27)): 1, (3, 3, (0, 5, 5, 7, 7), (0, 5, 5, 7, 7)): 1, (5, 60, (0, 9, 11), (0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 5, 5, 5, 8, 8, 8, 8, 11, 11, 11, 11)): 1, (4, 4, (0, 9, 9, 13, 27), (0, 9, 9, 13, 27)): 1, (5, 5, (0, 4, 4, 4, 4, 59, 59), (0, 4, 4, 4, 4, 59, 59)): 1, (3, 6, (0,), (0, 3, 9, 13)): 1}"
"['K15a6524', 'K15a7358']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1049), (0, 1049)): 1, (3, 3, (0, 211, 211), (0, 211, 211)): 1, (5, 5, (0, 1049, 1049), (0, 1049, 1049)): 1, (4, 4, (0, 13, 13, 1049), (0, 13, 13, 1049)): 1}"
"['K15a55175', 'K15a55507']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 131)): 1, (2, 2, (0, 5, 131), (0, 5, 131)): 1, (4, 4, (0, 3, 3, 5, 131), (0, 3, 3, 5, 131)): 1, (5, 5, (0, 491, 491), (0, 491, 491)): 1, (3, 3, (0, 53, 53), (0, 53, 53)): 1}"
"['K15n25199', 'K15n25251']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 269), (0, 269)): 1, (3, 3, (0, 79, 79), (0, 79, 79)): 1, (5, 5, (0, 31, 31), (0, 31, 31)): 1, (4, 4, (0, 11, 11, 269), (0, 11, 11, 269)): 1}"
"['K15n28189', 'K15n27457']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 83), (0, 83)): 1, (3, 3, (0, 37, 37), (0, 37, 37)): 1, (4, 4, (0, 11, 11, 83), (0, 11, 11, 83)): 1, (5, 5, (0, 11, 11), (0, 11, 11)): 1}"
"['K15n10638', 'K15n10676']","{(1, 1, (0,), (0,)): 1, (2, 2, (0,), (0,)): 1, (3, 3, (0, 29, 29), (0, 29, 29)): 1, (5, 5, (0, 7, 7, 7, 7), (0, 7, 7, 7, 7)): 1, (4, 4, (0, 3, 3), (0, 3, 3)): 1}"
"['K14a2062', 'K14a2077']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2, 7), (0, 2, 2, 4, 4, 4, 4, 7, 7, 7, 41, 41)): 1, (2, 2, (0, 491), (0, 491)): 1, (3, 3, (0, 4, 4, 41, 41), (0, 4, 4, 41, 41)): 1, (4, 4, (0, 29, 29, 491), (0, 29, 29, 491)): 1, (5, 5, (0, 2, 2, 2, 2, 109, 109), (0, 2, 2, 2, 2, 109, 109)): 1}"
"['K15a45975', 'K15a48904']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 8, 9), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 8, 8, 8, 8, 59, 59, 59, 131, 131, 131)): 2, (4, 24, (0, 2, 2), (0, 0, 0, 3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 17)): 1, (5, 60, (0, 0, 0, 3, 3), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 4, 5, 5, 5, 8, 8, 8, 8, 9, 9, 9, 9, 103, 103, 103, 103, 103)): 1, (2, 2, (0, 5, 9, 17), (0, 5, 9, 17)): 1, (4, 4, (0, 5, 7, 7, 9, 17), (0, 5, 7, 7, 9, 17)): 1, (4, 24, (0, 2, 2, 5, 5, 81), (0, 0, 0, 2, 2, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 8, 8, 17, 81, 81, 81)): 1, (5, 60, (0, 0, 2, 27), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 7, 7, 7, 7, 7, 7, 9, 9, 9, 9, 241, 241, 241)): 2, (4, 24, (0, 2, 2, 5, 7, 7, 17), (0, 0, 0, 0, 0, 0, 3, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 16, 16, 16, 16, 17, 17, 17, 17)): 1, (5, 60, (0, 2, 2, 2, 2, 9, 29, 29), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 64, 128, 128, 128, 128)): 1, (4, 12, (0, 0, 2, 9, 31), (0, 0, 0, 0, 2, 8, 8, 9, 9, 9, 31, 31, 31, 31, 31)): 1, (5, 10, (0, 9, 9, 11), (0, 5, 9, 9, 9, 9, 9, 11, 11, 17)): 1, (3, 6, (0, 0, 5, 8), (0, 0, 0, 3, 5, 5, 5, 8, 8, 17)): 1, (5, 5, (0, 2, 2, 2, 2, 29, 29), (0, 2, 2, 2, 2, 29, 29)): 1, (3, 3, (0, 4, 4, 31, 31), (0, 4, 4, 31, 31)): 1}"
"['K15a2669', 'K15a1784']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 5, 139), (0, 5, 139)): 1, (4, 4, (0, 5, 7, 7, 139), (0, 5, 7, 7, 139)): 1, (5, 5, (0, 1069, 1069), (0, 1069, 1069)): 1, (3, 3, (0, 149, 149), (0, 149, 149)): 1, (5, 10, (0, 19), (0, 5, 19, 19, 139)): 1}"
"['K15a56533', 'K15a58786']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 769), (0, 769)): 1, (5, 5, (0, 3, 3, 3, 3, 11, 11), (0, 3, 3, 3, 3, 11, 11)): 1, (3, 3, (0, 109, 109), (0, 109, 109)): 1, (4, 4, (0, 769), (0, 769)): 1}"
"['K15n10793', 'K15n6788']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 5, 27), (0, 4, 4, 5, 5, 5, 19, 19, 27, 27, 27)): 1, (5, 10, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 61)): 1, (2, 2, (0, 5, 61), (0, 5, 61)): 1, (3, 3, (0, 4, 4, 19, 19), (0, 4, 4, 19, 19)): 1, (4, 4, (0, 5, 9, 9, 61), (0, 5, 9, 9, 61)): 1, (5, 5, (0, 2, 2, 2, 2, 3, 3, 3, 3, 11, 11), (0, 2, 2, 2, 2, 3, 3, 3, 3, 11, 11)): 1}"
"['K15n20013', 'K15n19544']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 8), (0, 2, 8, 31, 31, 32, 32)): 1, (3, 3, (0, 2, 2, 31, 31), (0, 2, 2, 31, 31)): 1, (2, 2, (0, 227), (0, 227)): 1, (4, 4, (0, 13, 13, 227), (0, 13, 13, 227)): 1, (5, 5, (0, 11, 11, 61, 61), (0, 11, 11, 61, 61)): 1}"
"['K15n22929', 'K15n22164']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 281), (0, 281)): 1, (5, 60, (0, 3, 59), (0, 2, 2, 2, 2, 4, 5, 5, 5, 9, 17, 17, 17, 17, 17, 19, 19, 19, 25, 25, 25, 27, 27, 27, 27, 59, 59, 59, 59, 61, 61, 61, 64, 128, 128, 128, 128)): 1, (4, 4, (0, 281), (0, 281)): 1, (3, 3, (0, 61, 61), (0, 61, 61)): 1, (5, 5, (0, 439, 439), (0, 439, 439)): 1}"
"['K15n50803', 'K15n50763']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 5, 53), (0, 5, 53)): 1, (3, 3, (0, 73, 73), (0, 73, 73)): 1, (4, 4, (0, 5, 13, 13, 53), (0, 5, 13, 13, 53)): 1, (5, 5, (0, 19, 19, 29, 29), (0, 19, 19, 29, 29)): 1, (5, 10, (0, 71), (0, 5, 53, 71, 71)): 1, (5, 60, (0, 0, 2, 3), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 4, 9, 9, 9, 9, 103, 103, 103, 103, 103, 128, 256, 256, 256, 256, 271, 271, 271)): 1}"
"['K15a4425', 'K15a4569']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 2, 2, 19, 43), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 7, 7, 19, 19, 19, 19, 43, 43, 43, 43, 797)): 1, (3, 3, (0, 229, 229), (0, 229, 229)): 1, (5, 20, (0, 27), (0, 5, 5, 7, 7, 27, 27, 27, 27, 797)): 1, (2, 2, (0, 797), (0, 797)): 1, (4, 4, (0, 5, 5, 7, 7, 797), (0, 5, 5, 7, 7, 797)): 1, (5, 5, (0, 2, 2, 2, 2, 499, 499), (0, 2, 2, 2, 2, 499, 499)): 1}"
"['K15n17994', 'K15n15065']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 37, 37), (0, 37, 37)): 1, (2, 2, (0, 197), (0, 197)): 1, (4, 4, (0, 197), (0, 197)): 1, (5, 5, (0, 2, 2, 2, 2, 61, 61), (0, 2, 2, 2, 2, 61, 61)): 1}"
"['K15n9313', 'K15n9372']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 211), (0, 211)): 1, (3, 3, (0, 11, 11), (0, 11, 11)): 1, (4, 4, (0, 3, 3, 211), (0, 3, 3, 211)): 1, (5, 5, (0, 61, 61), (0, 61, 61)): 1}"
"['K15n11009', 'K15n6574']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 167), (0, 167)): 1, (4, 12, (0, 2, 8), (0, 2, 8, 32, 32)): 1, (4, 4, (0, 167), (0, 167)): 1, (3, 3, (0, 2, 2), (0, 2, 2)): 1, (5, 5, (0, 4, 4, 4, 4, 11, 11), (0, 4, 4, 4, 4, 11, 11)): 1}"
"['K15a38248', 'K15a37817']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 619), (0, 619)): 1, (3, 3, (0, 191, 191), (0, 191, 191)): 1, (4, 4, (0, 29, 29, 619), (0, 29, 29, 619)): 1, (5, 5, (0, 139, 139), (0, 139, 139)): 1}"
"['K15a7475', 'K15a5526']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 601), (0, 601)): 1, (3, 3, (0, 193, 193), (0, 193, 193)): 1, (4, 4, (0, 37, 37, 601), (0, 37, 37, 601)): 1, (5, 5, (0, 19, 19, 149, 149), (0, 19, 19, 149, 149)): 1}"
"['K15n50753', 'K15n50797']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 11), (0, 7, 11)): 1, (4, 4, (0, 7, 11, 11, 11), (0, 7, 11, 11, 11)): 1, (3, 3, (0, 43, 43), (0, 43, 43)): 1, (5, 5, (0, 71, 71), (0, 71, 71)): 1}"
"['K15n27591', 'K15n25751']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 29, 29), (0, 29, 29)): 1, (2, 2, (0, 239), (0, 239)): 1, (4, 4, (0, 9, 9, 239), (0, 9, 9, 239)): 1, (5, 5, (0, 569, 569), (0, 569, 569)): 1}"
"['K15n166930', 'K15n162939']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 127), (0, 127)): 1, (5, 60, (0, 3, 5), (0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 5, 8, 8, 8, 8, 13, 13, 13, 13, 13, 25, 25, 25, 29, 29, 29, 49, 49, 49, 49, 49, 59, 59, 59)): 1, (3, 3, (0, 53, 53), (0, 53, 53)): 1, (4, 4, (0, 7, 7, 127), (0, 7, 7, 127)): 1, (5, 5, (0, 121, 121), (0, 121, 121)): 1}"
"['K15n19738', 'K15n19717']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 3), (0, 2, 3, 3, 3, 3, 4, 4, 5, 5, 5, 8, 8, 8, 8, 8, 16, 16, 16, 16, 101, 101, 101)): 1, (4, 12, (0, 3, 7), (0, 2, 2, 3, 3, 3, 7, 7, 7, 41, 41)): 1, (2, 2, (0, 11, 23), (0, 11, 23)): 1, (3, 3, (0, 2, 2, 41, 41), (0, 2, 2, 41, 41)): 1, (4, 4, (0, 11, 19, 19, 23), (0, 11, 19, 19, 23)): 1, (5, 5, (0, 1171, 1171), (0, 1171, 1171)): 1}"
"['K15a2853', 'K15a3040']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2, 11), (0, 2, 2, 8, 8, 11, 11, 11, 137, 137)): 1, (5, 5, (0, 331, 331), (0, 331, 331)): 1, (2, 2, (0, 11, 107), (0, 11, 107)): 1, (3, 3, (0, 2, 2, 137, 137), (0, 2, 2, 137, 137)): 1, (4, 4, (0, 11, 29, 29, 107), (0, 11, 29, 29, 107)): 1}"
"['K15n57648', 'K15n102576']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 27), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 9, 9, 9, 9, 25, 25, 25, 331, 331, 331, 839, 839, 839, 839, 839)): 1, (5, 10, (0, 349), (0, 3, 5, 23, 349, 349)): 1, (4, 24, (0, 2, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3, 5, 7, 7, 7, 8, 8, 17, 17, 17, 23)): 1, (4, 24, (0, 2, 2, 3), (0, 2, 2, 2, 2, 3, 3, 3, 3, 5, 8, 8, 8, 8, 9, 9, 9, 23)): 1, (4, 24, (0, 2, 13), (0, 2, 2, 2, 2, 3, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 8, 8, 13, 13, 13, 23)): 1, (3, 6, (0, 2, 2), (0, 2, 2, 2, 2, 3, 5, 23)): 1, (4, 12, (0, 113), (0, 2, 2, 23, 23, 113, 113, 113)): 1, (2, 2, (0, 3, 5, 23), (0, 3, 5, 23)): 1, (4, 4, (0, 3, 5, 23), (0, 3, 5, 23)): 1, (5, 5, (0, 31, 31), (0, 31, 31)): 1, (3, 3, (0, 2, 2, 23, 23), (0, 2, 2, 23, 23)): 1}"
"['K13n506', 'K13n310']","{(1, 1, (0,), (0,)): 1, (5, 10, (0,), (0, 5, 25)): 1, (2, 2, (0, 125), (0, 125)): 1, (4, 4, (0, 125), (0, 125)): 1, (3, 3, (0, 25, 25), (0, 25, 25)): 1, (5, 5, (0, 149, 149), (0, 149, 149)): 1}"
"['K14n1122', 'K14n1112']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 41), (0, 41)): 1, (3, 3, (0, 11, 11), (0, 11, 11)): 1, (4, 4, (0, 11, 11, 41), (0, 11, 11, 41)): 1, (5, 5, (0, 7, 7, 7, 7), (0, 7, 7, 7, 7)): 1}"
"['K15n9684', 'K15n7728']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 461), (0, 461)): 1, (5, 60, (0, 2, 3, 4), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16)): 1, (4, 4, (0, 7, 7, 461), (0, 7, 7, 461)): 1, (3, 3, (0, 103, 103), (0, 103, 103)): 1, (5, 5, (0, 349, 349), (0, 349, 349)): 1}"
"['K15a10514', 'K15a10647']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 163), (0, 7, 163)): 1, (3, 3, (0, 5, 5, 53, 53), (0, 5, 5, 53, 53)): 1, (4, 4, (0, 7, 31, 31, 163), (0, 7, 31, 31, 163)): 1, (5, 5, (0, 2671, 2671), (0, 2671, 2671)): 1}"
"['K13a1063', 'K13a3059']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 7, 11), (0, 5, 5, 7, 7, 7, 7, 9, 11, 11, 11, 11, 37)): 1, (4, 24, (0, 2, 19), (0, 2, 2, 2, 2, 3, 3, 8, 8, 9, 19, 19, 19, 37, 109, 109, 109)): 1, (2, 2, (0, 9, 37), (0, 9, 37)): 1, (4, 4, (0, 5, 5, 9, 37), (0, 5, 5, 9, 37)): 1, (4, 24, (0, 2, 5, 7), (0, 2, 2, 2, 2, 3, 3, 5, 5, 5, 7, 7, 7, 8, 8, 9, 13, 13, 13, 17, 17, 17, 37)): 1, (4, 12, (0, 3, 101), (0, 2, 2, 3, 3, 3, 23, 23, 101, 101, 101)): 1, (4, 24, (0, 2, 2, 5), (0, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 8, 8, 8, 8, 9, 37)): 1, (5, 20, (0, 3, 4, 4), (0, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 9, 37)): 1, (3, 3, (0, 2, 2, 23, 23), (0, 2, 2, 23, 23)): 1, (3, 6, (0, 2, 2, 3), (0, 2, 2, 2, 2, 3, 3, 9, 37)): 1, (5, 5, (0, 3, 3, 3, 3, 41, 41), (0, 3, 3, 3, 3, 41, 41)): 1}"
"['K15a57519', 'K15a57500', 'K15a59390']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1051), (0, 1051)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (4, 4, (0, 1051), (0, 1051)): 1, (5, 5, (0, 2, 2, 2, 2, 13, 13, 13, 13), (0, 2, 2, 2, 2, 13, 13, 13, 13)): 1}"
