name,crossings
17nh_0450498,17
17nh_0454951,17
17nh_0457401,17
17nh_0462025,17
17nh_0464339,17
17nh_0464891,17
17nh_0465544,17
17nh_0467492,17
17nh_0470615,17
17nh_0475745,17
17nh_0475925,17
17nh_0480894,17
17nh_0487167,17
17nh_0487168,17
17nh_0488319,17
17nh_0488449,17
17nh_0488568,17
17nh_0489192,17
17nh_0489193,17
17nh_0504935,17
17nh_0512288,17
17nh_0512358,17
17nh_0518610,17
17nh_0520073,17
17nh_0520650,17
17nh_0521003,17
17nh_0523373,17
17nh_0524346,17
17nh_0524709,17
17nh_0525865,17
17nh_0530919,17
17nh_0534314,17
17nh_0537396,17
17nh_0538086,17
17nh_0538087,17
17nh_0543209,17
17nh_0544570,17
17nh_0546526,17
17nh_0548057,17
17nh_0552570,17
17nh_0554271,17
17nh_0565081,17
17nh_0567761,17
17nh_0569841,17
17nh_0574925,17
17nh_0578755,17
17nh_0578756,17
17nh_0586543,17
17nh_0586544,17
17nh_0587545,17
17nh_0588532,17
17nh_0591463,17
17nh_0592441,17
17nh_0592442,17
17nh_0592444,17
17nh_0592443,17
17nh_0592445,17
17nh_0592446,17
17nh_0596842,17
17nh_0596989,17
17nh_0611305,17
17nh_0613398,17
17nh_0618302,17
17nh_0619527,17
17nh_0623622,17
17nh_0630422,17
17nh_0633480,17
17nh_0633753,17
17nh_0635505,17
17nh_0637250,17
17nh_0641299,17
17nh_0641300,17
17nh_0645573,17
17nh_0653990,17
17nh_0655582,17
17nh_0656718,17
17nh_0661050,17
17nh_0662334,17
17nh_0673357,17
17nh_0675642,17
17nh_0675643,17
17nh_0675651,17
17nh_0676429,17
17nh_0678310,17
17nh_0686301,17
17nh_0687276,17
17nh_0691747,17
17nh_0694035,17
17nh_0695358,17
17nh_0696700,17
17nh_0696785,17
17nh_0696786,17
17nh_0711726,17
17nh_0715586,17
17nh_0717646,17
17nh_0719456,17
17nh_0725406,17
17nh_0725723,17
17nh_0728501,17
17nh_0733708,17
17nh_0733709,17
17nh_0736474,17
17nh_0740311,17
17nh_0744933,17
17nh_0745085,17
17nh_0746377,17
17nh_0747644,17
17nh_0750175,17
17nh_0751665,17
17nh_0752770,17
17nh_0766670,17
17nh_0769743,17
17nh_0774098,17
17nh_0776884,17
17nh_0778986,17
17nh_0782532,17
17nh_0788311,17
17nh_0791141,17
17nh_0794193,17
17nh_0803448,17
17nh_0807699,17
17nh_0810646,17
17nh_0820496,17
17nh_0823655,17
17nh_0824345,17
17nh_0829608,17
17nh_0832174,17
17nh_0846438,17
17nh_0850683,17
17nh_0853077,17
17nh_0854776,17
17nh_0854775,17
17nh_0856037,17
17nh_0860556,17
17nh_0861286,17
17nh_0866340,17
17nh_0870512,17
17nh_0870613,17
17nh_0870642,17
17nh_0871086,17
17nh_0871788,17
17nh_0877134,17
17nh_0880751,17
17nh_0883841,17
17nh_0885127,17
17nh_0887532,17
17nh_0889346,17
17nh_0896862,17
17nh_0901472,17
17nh_0904943,17
17nh_0904941,17
17nh_0904944,17
17nh_0904942,17
17nh_0910504,17
17nh_0916638,17
17nh_0929185,17
17nh_0930641,17
17nh_0930993,17
17nh_0933724,17
17nh_0935530,17
17nh_0937179,17
17nh_0939033,17
17nh_0941309,17
17nh_0947113,17
17nh_0947308,17
17nh_0950632,17
17nh_0952632,17
17nh_0971024,17
17nh_0973640,17
17nh_0979368,17
17nh_0985881,17
17nh_0989293,17
17nh_0998874,17
17nh_1004357,17
17nh_1005257,17
17nh_1013041,17
17nh_1017832,17
17nh_1023292,17
17nh_1026515,17
17nh_1036125,17
17nh_1036126,17
17nh_1041323,17
17nh_1042414,17
17nh_1046325,17
17nh_1046970,17
17nh_1046971,17
17nh_1049258,17
17nh_1056600,17
17nh_1063510,17
17nh_1071705,17
17nh_1077726,17
17nh_1082832,17
17nh_1082993,17
17nh_1084212,17
17nh_1092544,17
17nh_1093131,17
17nh_1093132,17
17nh_1093540,17
17nh_1095147,17
17nh_1100578,17
17nh_1106163,17
17nh_1106164,17
17nh_1106239,17
17nh_1106789,17
17nh_1109895,17
17nh_1109896,17
17nh_1112146,17
17nh_1120518,17
17nh_1120519,17
17nh_1125987,17
17nh_1125988,17
17nh_1127000,17
17nh_1135432,17
17nh_1160262,17
17nh_1168301,17
17nh_1183000,17
17nh_1194649,17
17nh_1197720,17
17nh_1203835,17
17nh_1203834,17
17nh_1205997,17
17nh_1207110,17
17nh_1222797,17
17nh_1222911,17
17nh_1224256,17
17nh_1224257,17
17nh_1235753,17
17nh_1236687,17
17nh_1246955,17
17nh_1252128,17
17nh_1261010,17
17nh_1264007,17
17nh_1281674,17
17nh_1282812,17
17nh_1283065,17
17nh_1306494,17
17nh_1308203,17
17nh_1308204,17
17nh_1311923,17
17nh_1311973,17
17nh_1326511,17
17nh_1335325,17
17nh_1339370,17
17nh_1348964,17
17nh_1351618,17
17nh_1351619,17
17nh_1378194,17
17nh_1392131,17
17nh_1400721,17
17nh_1403602,17
17nh_1413367,17
17nh_1413368,17
17nh_1419140,17
17nh_1440316,17
17nh_1447720,17
17nh_1450210,17
17nh_1451025,17
17nh_1451862,17
17nh_1456096,17
17nh_1463696,17
17nh_1475298,17
17nh_1476635,17
17nh_1503229,17
17nh_1503337,17
17nh_1507674,17
17nh_1513099,17
17nh_1522975,17
17nh_1522976,17
17nh_1525812,17
17nh_1537021,17
17nh_1548356,17
17nh_1549740,17
17nh_1550591,17
17nh_1550732,17
17nh_1552897,17
17nh_1552898,17
17nh_1558237,17
17nh_1559541,17
17nh_1567932,17
17nh_1573691,17
17nh_1578810,17
17nh_1584679,17
17nh_1627928,17
17nh_1631559,17
17nh_1635339,17
17nh_1641952,17
17nh_1647757,17
17nh_1682420,17
17nh_1682421,17
17nh_1688076,17
17nh_1699101,17
17nh_1702920,17
17nh_1703389,17
17nh_1707195,17
17nh_1711077,17
17nh_1712910,17
17nh_1715838,17
17nh_1718517,17
17nh_1747180,17
17nh_1749739,17
17nh_1758222,17
17nh_1763308,17
17nh_1763889,17
17nh_1770984,17
17nh_1777337,17
17nh_1813112,17
17nh_1813111,17
17nh_1814052,17
17nh_1814053,17
17nh_1814054,17
17nh_1814055,17
17nh_1820647,17
17nh_1821846,17
17nh_1821847,17
17nh_1822364,17
17nh_1833019,17
17nh_1845244,17
17nh_1893104,17
17nh_1903164,17
17nh_1920343,17
17nh_1936143,17
17nh_1936144,17
17nh_1936499,17
17nh_1938688,17
17nh_1943629,17
17nh_1943630,17
17nh_1947900,17
17nh_1949297,17
17nh_1958251,17
17nh_1963520,17
17nh_1965318,17
17nh_1973825,17
17nh_1976053,17
17nh_1977737,17
17nh_1994080,17
17nh_1996765,17
17nh_2014554,17
17nh_2014717,17
17nh_2014718,17
17nh_2022298,17
17nh_2023018,17
17nh_2023019,17
17nh_2024325,17
17nh_2034147,17
17nh_2034148,17
17nh_2034149,17
17nh_2034150,17
17nh_2036770,17
17nh_2051335,17
17nh_2051444,17
17nh_2051803,17
17nh_2074340,17
17nh_2094803,17
17nh_2098306,17
17nh_2104268,17
17nh_2104269,17
17nh_2116920,17
17nh_2121761,17
17nh_2130207,17
17nh_2133430,17
17nh_2133431,17
17nh_2139115,17
17nh_2150580,17
17nh_2189325,17
17nh_2192217,17
17nh_2193782,17
17nh_2196424,17
17nh_2200878,17
17nh_2203508,17
17nh_2204087,17
17nh_2210457,17
17nh_2220371,17
17nh_2236050,17
17nh_2236049,17
17nh_2236051,17
17nh_2236052,17
17nh_2244936,17
17nh_2248356,17
17nh_2255456,17
17nh_2259895,17
17nh_2260983,17
17nh_2262507,17
17nh_2265864,17
17nh_2277287,17
17nh_2285451,17
17nh_2291710,17
17nh_2294815,17
17nh_2309493,17
17nh_2309494,17
17nh_2325599,17
17nh_2328648,17
17nh_2328647,17
17nh_2328922,17
17nh_2346444,17
17nh_2346445,17
17nh_2350573,17
17nh_2364667,17
17nh_2365652,17
17nh_2366693,17
17nh_2377615,17
17nh_2377617,17
17nh_2377618,17
17nh_2377616,17
17nh_2443294,17
17nh_2461425,17
17nh_2462523,17
17nh_2474814,17
17nh_2478825,17
17nh_2502715,17
17nh_2502714,17
17nh_2527679,17
17nh_2539370,17
17nh_2539369,17
17nh_2559446,17
17nh_2571263,17
17nh_2573095,17
17nh_2581407,17
17nh_2588642,17
17nh_2588643,17
17nh_2590336,17
17nh_2597828,17
17nh_2599910,17
17nh_2602781,17
17nh_2604755,17
17nh_2610357,17
17nh_2615519,17
17nh_2617348,17
17nh_2626358,17
17nh_2665188,17
17nh_2665189,17
17nh_2674276,17
17nh_2690380,17
17nh_2690382,17
17nh_2690381,17
17nh_2690379,17
17nh_2711794,17
17nh_2714997,17
17nh_2716962,17
17nh_2716963,17
17nh_2740970,17
17nh_2744267,17
17nh_2744385,17
17nh_2752349,17
17nh_2752986,17
17nh_2752988,17
17nh_2752987,17
17nh_2752989,17
17nh_2778482,17
17nh_2820945,17
17nh_2831041,17
17nh_2874138,17
17nh_2910757,17
17nh_2920627,17
17nh_2920628,17
17nh_2920957,17
17nh_2953462,17
17nh_2958675,17
17nh_2968628,17
17nh_2992165,17
17nh_2992166,17
17nh_3000471,17
17nh_3013515,17
17nh_3046039,17
17nh_3053776,17
17nh_3121359,17
17nh_3182288,17
17nh_3200756,17
17nh_3206886,17
17nh_3209267,17
17nh_3219890,17
17nh_3224448,17
17nh_3270823,17
17nh_3271665,17
17nh_3271666,17
17nh_3287749,17
17nh_3300795,17
17nh_3302883,17
17nh_3312767,17
17nh_3312766,17
17nh_3321000,17
17nh_3331323,17
17nh_3332188,17
17nh_3339448,17
17nh_3348062,17
17nh_3353482,17
17nh_3355254,17
17nh_3355255,17
17nh_3358194,17
17nh_3358196,17
17nh_3358195,17
17nh_3358197,17
17nh_3373669,17
17nh_3376296,17
17nh_3401405,17
17nh_3417757,17
17nh_3425111,17
17nh_3472443,17
17nh_3477068,17
17nh_3479935,17
17nh_3479936,17
17nh_3479937,17
17nh_3479938,17
17nh_3510134,17
17nh_3566130,17
17nh_3593861,17
17nh_3613038,17
17nh_3613039,17
17nh_3614918,17
17nh_3616702,17
17nh_3616701,17
17nh_3644033,17
17nh_3669711,17
17nh_3669712,17
17nh_3694450,17
17nh_3696872,17
17nh_3706367,17
17nh_3708886,17
17nh_3708884,17
17nh_3708885,17
17nh_3708887,17
17nh_3715637,17
17nh_3715638,17
17nh_3715640,17
17nh_3715639,17
17nh_3732514,17
17nh_3745525,17
17nh_3745526,17
17nh_3745528,17
17nh_3745527,17
17nh_3752265,17
17nh_3763454,17
17nh_3774807,17
17nh_3774806,17
17nh_3774808,17
17nh_3774809,17
17nh_3781144,17
17nh_3781143,17
17nh_3816881,17
17nh_3821840,17
17nh_3833232,17
17nh_3833901,17
17nh_3833902,17
17nh_3842894,17
17nh_3845505,17
17nh_3853752,17
17nh_3949464,17
17nh_3997795,17
17nh_4006468,17
17nh_4022489,17
17nh_4026121,17
17nh_4065204,17
17nh_4125847,17
17nh_4127654,17
17nh_4154950,17
17nh_4183966,17
17nh_4206920,17
17nh_4269096,17
17nh_4300469,17
17nh_4300470,17
17nh_4360344,17
17nh_4374469,17
17nh_4405413,17
17nh_4408003,17
17nh_4408004,17
17nh_4408002,17
17nh_4408005,17
17nh_4431530,17
17nh_4431717,17
17nh_4469538,17
17nh_4520901,17
17nh_4523183,17
17nh_4569873,17
17nh_4593506,17
17nh_4606111,17
17nh_4717672,17
17nh_4767276,17
17nh_4767277,17
17nh_4767278,17
17nh_4767279,17
17nh_4789314,17
17nh_4819678,17
17nh_4855842,17
17nh_4855841,17
17nh_4959359,17
17nh_4959360,17
17nh_5005388,17
17nh_5005389,17
17nh_5021004,17
17nh_5038735,17
17nh_5064851,17
17nh_5064852,17
17nh_5064853,17
17nh_5064854,17
17nh_5090480,17
17nh_5090479,17
17nh_5090481,17
17nh_5090482,17
17nh_5378737,17
17nh_5407203,17
17nh_5589514,17
17nh_5589516,17
17nh_5589515,17
17nh_5589517,17
17nh_5602619,17
17nh_5602621,17
17nh_5602620,17
17nh_5602622,17
17nh_5602623,17
17nh_5602624,17
17nh_5602625,17
17nh_5602626,17
