group,invariant
"['K15n88592', 'K15n88591']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 2, 3), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 9, 9, 9, 11, 11, 11, 17, 17, 17, 17, 17, 19, 19, 19, 49, 49, 49, 49, 49)): 1, (5, 60, (0, 0, 0, 2, 2), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 11, 11, 11, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 49, 49, 49, 49, 49)): 1, (4, 12, (0, 2, 2, 2, 32), (0, 2, 2, 2, 2, 2, 2, 2, 4, 4, 7, 7, 32, 128, 128)): 1, (5, 60, (0, 0, 2, 5), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 25, 25, 25, 29, 29, 29, 43, 43, 43, 43, 43, 49, 49, 49, 49, 49)): 1, (3, 6, (0, 0, 2, 23), (0, 0, 0, 2, 2, 3, 23, 23, 43)): 1, (4, 12, (0, 0, 2, 2, 2, 49), (0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 8, 8, 49, 49, 49)): 1, (6, 60, (0, 0, 2, 2, 2, 7, 7, 7), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 71, 71, 71)): 1, (6, 24, (0, 0, 0, 2, 2, 7, 23), (0, 0, 0, 0, 0, 0, 2, 2, 3, 4, 7, 7, 7, 16, 16, 23, 23, 43, 43, 43, 43)): 1, (4, 12, (0, 0, 0, 2, 8), (0, 0, 0, 0, 0, 0, 0, 2, 7, 7, 8, 8, 8)): 1, (4, 12, (0, 0, 2, 2, 2, 5), (0, 0, 0, 0, 2, 2, 2, 4, 4, 4, 4, 5, 5, 5, 7, 7)): 1, (6, 720, (0, 0, 2, 2, 2, 2, 23, 32), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 23, 23, 23, 23, 23, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 43, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 67, 67, 67, 67, 67, 67, 67, 67, 67, 81, 81, 81, 81, 81, 81, 89, 89, 89, 89, 89)): 1, (4, 12, (0, 0, 2, 2, 2, 3), (0, 0, 0, 0, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 7, 7)): 1, (2, 2, (0, 9, 43), (0, 9, 43)): 1, (4, 24, (0, 2, 2, 43), (0, 0, 0, 0, 0, 0, 2, 2, 3, 4, 7, 7, 7, 16, 16, 23, 23, 43, 43, 43, 43)): 1, (5, 60, (0, 7, 7, 7, 7, 9), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 71, 71, 71)): 1, (6, 18, (0, 2, 2, 2, 2, 3, 3, 7, 7, 9, 43), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 7, 7, 7, 7, 7, 7, 9, 23, 23, 43)): 1, (6, 720, (0, 3, 3, 4, 7, 7, 8, 27), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 8, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 23, 23, 23, 23, 23, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 43, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 64, 67, 67, 67, 67, 67, 67, 67, 67, 67, 81, 81, 81, 81, 81, 81, 89, 89, 89, 89, 89)): 1, (6, 6, (0, 0, 0, 2, 2, 3, 23, 23, 43), (0, 0, 0, 2, 2, 3, 23, 23, 43)): 1, (6, 24, (0, 0, 2, 2, 4, 23, 43), (0, 0, 0, 0, 0, 0, 2, 2, 3, 4, 7, 7, 7, 16, 16, 23, 23, 43, 43, 43, 43)): 1, (3, 3, (0, 2, 2, 4, 4, 7, 7), (0, 2, 2, 4, 4, 7, 7)): 1, (6, 24, (0, 2, 2, 2, 2, 2, 2, 4, 4, 7, 7, 43), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 7, 7, 8, 8, 16, 16, 43, 43, 43, 43, 49, 49, 49)): 1, (6, 12, (0, 2, 2, 4, 4, 4, 7, 7, 64), (0, 2, 2, 2, 2, 2, 2, 2, 4, 4, 7, 7, 32, 128, 128)): 1, (6, 24, (0, 2, 2, 3, 4, 4, 4, 7, 7, 32), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 5, 5, 5, 7, 7, 8, 8, 32, 32, 32, 43)): 1, (6, 12, (0, 0, 2, 2, 2, 2, 2, 2, 4, 7, 7, 49), (0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 7, 7, 8, 8, 49, 49, 49)): 1, (6, 60, (0, 0, 4, 4, 4, 43, 49), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 25, 25, 25, 29, 29, 29, 43, 43, 43, 43, 43, 49, 49, 49, 49, 49)): 1, (6, 60, (0, 0, 3, 4, 8, 32, 49), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 11, 11, 11, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 49, 49, 49, 49, 49)): 1, (6, 12, (0, 0, 2, 2, 3, 4, 4, 4, 7, 7), (0, 0, 0, 0, 2, 2, 2, 3, 3, 3, 4, 4, 4, 4, 7, 7)): 1, (6, 24, (0, 3, 4, 4, 4, 4, 4, 7, 7, 8), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 7, 7, 8, 8, 16, 16, 16, 43)): 1, (6, 24, (0, 0, 0, 2, 2, 3, 4, 7, 7, 16), (0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 7, 7, 16, 16, 43, 64, 64, 64, 64)): 1, (6, 12, (0, 0, 2, 2, 4, 4, 4, 5, 7, 7), (0, 0, 0, 0, 2, 2, 2, 4, 4, 4, 4, 5, 5, 5, 7, 7)): 1, (4, 4, (0, 9, 43), (0, 9, 43)): 1, (5, 5, (0, 7, 7, 7, 7), (0, 7, 7, 7, 7)): 1, (6, 6, (0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 7, 7, 43), (0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 7, 7, 43)): 1, (6, 60, (0, 0, 3, 4, 4, 4, 17, 49), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 9, 9, 9, 9, 11, 11, 11, 17, 17, 17, 17, 17, 19, 19, 19, 49, 49, 49, 49, 49)): 1, (6, 24, (0, 2, 2, 3, 4, 4, 4, 7, 7, 32), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 7, 7, 8, 8, 32, 32, 32, 43)): 1, (6, 12, (0, 0, 0, 2, 2, 4, 7, 7, 16), (0, 0, 0, 0, 0, 0, 0, 2, 7, 7, 8, 8, 8)): 1, (6, 24, (0, 0, 2, 7, 23, 32), (0, 0, 0, 2, 3, 3, 3, 3, 7, 7, 7, 23, 23, 43, 128, 128, 128)): 1, (6, 24, (0, 0, 2, 2, 3, 23), (0, 0, 0, 2, 3, 3, 3, 3, 7, 7, 7, 23, 23, 43, 128, 128, 128)): 1, (6, 24, (0, 0, 2, 2, 23, 103), (0, 0, 0, 2, 3, 3, 3, 3, 23, 23, 32, 32, 32, 43, 103, 103, 103)): 1, (6, 24, (0, 0, 2, 3, 8, 23), (0, 0, 0, 2, 3, 3, 3, 3, 23, 23, 32, 32, 32, 43, 103, 103, 103)): 1, (4, 24, (0, 3, 4), (0, 0, 0, 2, 3, 3, 3, 3, 7, 7, 7, 23, 23, 43, 128, 128, 128)): 1, (4, 24, (0, 4, 103), (0, 0, 0, 2, 3, 3, 3, 3, 23, 23, 32, 32, 32, 43, 103, 103, 103)): 1}"
"['K14n1625', 'K14n1637']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 199), (0, 199)): 1, (3, 3, (0, 59, 59), (0, 59, 59)): 1, (4, 4, (0, 11, 11, 199), (0, 11, 11, 199)): 1, (5, 5, (0, 19, 19, 19, 19), (0, 19, 19, 19, 19)): 1, (6, 6, (0, 59, 59, 199), (0, 59, 59, 199)): 1}"
"['K15a70536', 'K15a70541']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 2, 4), (0, 2, 2, 3, 4, 4, 281)): 1, (6, 24, (0, 0, 2, 2, 3), (0, 0, 0, 0, 2, 3, 3, 3, 3, 4, 4, 29, 29, 29, 281)): 1, (4, 12, (0, 2, 2, 13), (0, 2, 2, 2, 2, 2, 2, 4, 4, 13, 13, 13, 17, 17)): 1, (4, 24, (0, 0, 2), (0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 4, 281)): 1, (6, 24, (0, 0, 2, 2, 2), (0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 4, 281)): 1, (6, 24, (0, 2, 3, 4, 4), (0, 2, 3, 3, 3, 3, 4, 4, 13, 13, 13, 16, 64, 64, 139, 139, 139, 281)): 1, (6, 24, (0, 2, 2, 2, 4), (0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 3, 4, 281)): 1, (6, 24, (0, 2, 2, 13, 16, 139), (0, 2, 3, 3, 3, 3, 4, 4, 13, 13, 13, 16, 64, 64, 139, 139, 139, 281)): 1, (4, 24, (0, 8, 13, 139), (0, 2, 3, 3, 3, 3, 4, 4, 13, 13, 13, 16, 64, 64, 139, 139, 139, 281)): 1, (2, 2, (0, 3, 281), (0, 3, 281)): 1, (6, 6, (0, 2, 2, 3, 4, 4, 281), (0, 2, 2, 3, 4, 4, 281)): 1, (6, 24, (0, 2, 4, 4, 29), (0, 0, 0, 0, 2, 3, 3, 3, 3, 4, 4, 29, 29, 29, 281)): 1, (4, 24, (0, 4, 29), (0, 0, 0, 0, 2, 3, 3, 3, 3, 4, 4, 29, 29, 29, 281)): 1, (3, 3, (0, 4, 4, 17, 17), (0, 4, 4, 17, 17)): 1, (6, 12, (0, 2, 2, 4, 4, 13, 17, 17), (0, 2, 2, 2, 2, 2, 2, 4, 4, 13, 13, 13, 17, 17)): 1, (6, 24, (0, 2, 2, 4, 4, 17, 17, 25), (0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 13, 13, 13, 17, 17, 25, 25, 25, 281)): 1, (4, 4, (0, 3, 281), (0, 3, 281)): 1, (5, 5, (0, 2, 2, 2, 2, 59, 59), (0, 2, 2, 2, 2, 59, 59)): 1, (6, 6, (0, 0, 0, 2, 2, 17, 17, 281), (0, 0, 0, 2, 2, 17, 17, 281)): 1, (6, 18, (0, 3, 11, 11, 281), (0, 0, 0, 2, 2, 2, 2, 4, 4, 11, 11, 11, 11, 17, 17, 281)): 1}"
"['K15n149696', 'K15n145466']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 3, 3), (0, 3, 3, 3, 3, 5)): 1, (2, 2, (0, 5), (0, 5)): 1, (3, 3, (0, 19, 19), (0, 19, 19)): 1, (4, 4, (0, 5, 7, 7), (0, 5, 7, 7)): 1, (5, 5, (0, 11, 11), (0, 11, 11)): 1, (6, 6, (0, 5, 19, 19), (0, 5, 19, 19)): 1}"
"['K14a1045', 'K14a1033']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 5, 5, 23, 23), (0, 5, 5, 23, 23)): 1, (2, 2, (0, 19, 31), (0, 19, 31)): 1, (4, 4, (0, 11, 11, 19, 31), (0, 11, 11, 19, 31)): 1, (5, 5, (0, 641, 641), (0, 641, 641)): 1, (6, 6, (0, 5, 5, 19, 23, 23, 31), (0, 5, 5, 19, 23, 23, 31)): 1}"
"['K15a9146', 'K15a9228']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 673), (0, 673)): 1, (3, 3, (0, 7, 7, 31, 31), (0, 7, 7, 31, 31)): 1, (5, 5, (0, 3361, 3361), (0, 3361, 3361)): 1, (4, 4, (0, 41, 41, 673), (0, 41, 41, 673)): 1, (6, 6, (0, 7, 7, 31, 31, 673), (0, 7, 7, 31, 31, 673)): 1}"
"['K14a9312', 'K14a9583']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 59), (0, 5, 59, 59, 97)): 1, (5, 60, (0, 0, 3, 4), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 8, 8, 8, 8, 601, 601, 601, 967, 967, 967, 967, 967)): 1, (2, 2, (0, 5, 97), (0, 5, 97)): 1, (6, 60, (0, 2, 3, 4, 7, 967), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 7, 7, 7, 7, 7, 8, 8, 8, 8, 601, 601, 601, 967, 967, 967, 967, 967)): 1, (4, 4, (0, 5, 97), (0, 5, 97)): 1, (3, 3, (0, 73, 73), (0, 73, 73)): 1, (6, 6, (0, 5, 73, 73, 97), (0, 5, 73, 73, 97)): 1, (5, 5, (0, 599, 599), (0, 599, 599)): 1}"
"['K15a58974', 'K15a58930']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1109), (0, 1109)): 1, (3, 3, (0, 7, 7, 31, 31), (0, 7, 7, 31, 31)): 1, (4, 4, (0, 19, 19, 1109), (0, 19, 19, 1109)): 1, (5, 5, (0, 11, 11, 41, 41), (0, 11, 11, 41, 41)): 1, (6, 6, (0, 7, 7, 31, 31, 1109), (0, 7, 7, 31, 31, 1109)): 1}"
"['K15a48346', 'K15a48333']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1087), (0, 1087)): 1, (4, 12, (0, 2, 2, 7), (0, 2, 2, 7, 7, 7, 8, 8, 121, 121)): 1, (3, 3, (0, 2, 2, 121, 121), (0, 2, 2, 121, 121)): 1, (6, 24, (0, 4, 9, 16, 121, 121), (0, 4, 4, 4, 7, 7, 7, 9, 9, 9, 16, 64, 64, 121, 121, 1087)): 1, (4, 4, (0, 23, 23, 1087), (0, 23, 23, 1087)): 1, (5, 5, (0, 149, 149), (0, 149, 149)): 1, (6, 6, (0, 2, 2, 2, 2, 121, 121, 1087), (0, 2, 2, 2, 2, 121, 121, 1087)): 1, (6, 12, (0, 4, 4, 7, 121, 121), (0, 2, 2, 7, 7, 7, 8, 8, 121, 121)): 1}"
"['K15n35029', 'K15n34934']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 3, 7, 13), (0, 3, 3, 3, 4, 4, 7, 7, 7, 13, 13, 13, 31, 31)): 1, (2, 2, (0, 349), (0, 349)): 1, (3, 3, (0, 4, 4, 31, 31), (0, 4, 4, 31, 31)): 1, (6, 24, (0, 4, 4, 31, 31), (0, 3, 3, 3, 7, 7, 7, 8, 8, 13, 13, 13, 31, 31, 349)): 1, (6, 12, (0, 3, 4, 4, 7, 13, 31, 31), (0, 3, 3, 3, 4, 4, 7, 7, 7, 13, 13, 13, 31, 31)): 1, (4, 4, (0, 23, 23, 349), (0, 23, 23, 349)): 1, (5, 5, (0, 401, 401), (0, 401, 401)): 1, (6, 6, (0, 8, 8, 31, 31, 349), (0, 8, 8, 31, 31, 349)): 1}"
"['K15n21397', 'K15n21431']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 239), (0, 239)): 1, (3, 3, (0, 71, 71), (0, 71, 71)): 1, (4, 4, (0, 11, 11, 239), (0, 11, 11, 239)): 1, (5, 5, (0, 2, 2, 2, 2, 29, 29), (0, 2, 2, 2, 2, 29, 29)): 1, (6, 6, (0, 71, 71, 239), (0, 71, 71, 239)): 1}"
"['K15a3007', 'K15a2852']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 5, 11, 17), (0, 5, 11, 17)): 1, (4, 4, (0, 5, 11, 17, 19, 19), (0, 5, 11, 17, 19, 19)): 1, (5, 10, (0, 2, 2, 2, 2), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 11, 17)): 1, (3, 3, (0, 7, 7, 29, 29), (0, 7, 7, 29, 29)): 1, (6, 6, (0, 5, 7, 7, 11, 17, 29, 29), (0, 5, 7, 7, 11, 17, 29, 29)): 1, (5, 5, (0, 191, 191), (0, 191, 191)): 1}"
"['K15n632', 'K15n1111']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 263), (0, 263)): 1, (5, 5, (0, 409, 409), (0, 409, 409)): 1, (3, 3, (0, 89, 89), (0, 89, 89)): 1, (6, 6, (0, 89, 89, 263), (0, 89, 89, 263)): 1, (4, 4, (0, 7, 7, 263), (0, 7, 7, 263)): 1}"
"['K15n12373', 'K15n13360']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 199), (0, 199)): 1, (3, 3, (0, 5, 5, 7, 7), (0, 5, 5, 7, 7)): 1, (6, 60, (0, 4, 13, 16), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 13, 13, 13, 13, 13, 32, 64, 64, 64, 64)): 1, (4, 4, (0, 7, 7, 199), (0, 7, 7, 199)): 1, (5, 60, (0, 0, 2), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 8, 8, 8, 8, 9, 9, 9, 9, 31, 31, 31, 43, 43, 43, 43, 43)): 1, (5, 5, (0, 271, 271), (0, 271, 271)): 1, (6, 6, (0, 5, 5, 7, 7, 199), (0, 5, 5, 7, 7, 199)): 1, (5, 60, (0, 0, 2), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 13, 13, 13, 13, 13, 32, 64, 64, 64, 64)): 1, (6, 60, (0, 2, 3, 4, 43), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 8, 8, 8, 8, 9, 9, 9, 9, 31, 31, 31, 43, 43, 43, 43, 43)): 1}"
