group,invariant
"['K15a2799', 'K15a2741']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 61), (0, 8, 8, 29, 29, 61, 61, 61)): 1, (2, 2, (0, 23, 43), (0, 23, 43)): 1, (3, 3, (0, 8, 8, 29, 29), (0, 8, 8, 29, 29)): 1, (6, 12, (0, 8, 8, 29, 29, 61), (0, 8, 8, 29, 29, 61, 61, 61)): 1, (6, 24, (0, 8, 8, 11, 29, 29), (0, 11, 11, 11, 16, 16, 23, 29, 29, 43, 61, 61, 61)): 1, (4, 4, (0, 23, 31, 31, 43), (0, 23, 31, 31, 43)): 1, (5, 5, (0, 3481, 3481), (0, 3481, 3481)): 1, (6, 6, (0, 16, 16, 23, 29, 29, 43), (0, 16, 16, 23, 29, 29, 43)): 1}"
"['K15a3612', 'K15a3685']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 19, 43), (0, 19, 43)): 1, (3, 3, (0, 211, 211), (0, 211, 211)): 1, (4, 4, (0, 19, 29, 29, 43), (0, 19, 29, 29, 43)): 1, (5, 5, (0, 2411, 2411), (0, 2411, 2411)): 1, (6, 6, (0, 19, 43, 211, 211), (0, 19, 43, 211, 211)): 1}"
"['K15a6643', 'K15a7459']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 5, 9), (0, 5, 5, 9, 27, 233)): 1, (2, 2, (0, 3, 233), (0, 3, 233)): 1, (6, 6, (0, 5, 5, 9, 27, 233), (0, 5, 5, 9, 27, 233)): 1, (3, 3, (0, 101, 101), (0, 101, 101)): 1, (6, 6, (0, 3, 3, 3, 101, 101, 233), (0, 3, 3, 3, 101, 101, 233)): 1, (4, 4, (0, 3, 11, 11, 233), (0, 3, 11, 11, 233)): 1, (6, 18, (0, 2, 2, 3, 7, 7, 9, 233), (0, 2, 2, 2, 2, 3, 3, 5, 5, 7, 7, 7, 7, 9, 27, 81, 101, 101, 233)): 1, (5, 5, (0, 2, 2, 2, 2, 11, 11, 71, 71), (0, 2, 2, 2, 2, 11, 11, 71, 71)): 1}"
"['K15n122328', 'K15n122447']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 191), (0, 191)): 1, (4, 4, (0, 191), (0, 191)): 1, (5, 5, (0, 11, 11, 29, 29), (0, 11, 11, 29, 29)): 1, (3, 3, (0, 41, 41), (0, 41, 41)): 1, (6, 6, (0, 41, 41, 191), (0, 41, 41, 191)): 1}"
"['K15a4214', 'K15a5127']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 881), (0, 881)): 1, (3, 3, (0, 11, 11, 23, 23), (0, 11, 11, 23, 23)): 1, (4, 4, (0, 37, 37, 881), (0, 37, 37, 881)): 1, (5, 5, (0, 1951, 1951), (0, 1951, 1951)): 1, (6, 6, (0, 11, 11, 23, 23, 881), (0, 11, 11, 23, 23, 881)): 1}"
"['K15a56948', 'K15a57452']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 109, 109), (0, 109, 109)): 1, (6, 60, (0, 4, 4, 5, 5, 7, 27), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 11, 11, 11, 13, 13, 13, 13, 25, 25, 25, 25, 25, 25, 27, 41, 41, 41, 81, 81, 81, 81)): 1, (5, 60, (0, 2, 2, 3, 3, 13), (0, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 11, 11, 11, 13, 13, 13, 13, 25, 25, 25, 25, 25, 25, 27, 41, 41, 41, 81, 81, 81, 81)): 1, (2, 2, (0, 11, 67), (0, 11, 67)): 1, (4, 4, (0, 11, 11, 11, 67), (0, 11, 11, 11, 67)): 1, (6, 6, (0, 11, 67, 109, 109), (0, 11, 67, 109, 109)): 1, (5, 5, (0, 2459, 2459), (0, 2459, 2459)): 1}"
"['K15a53593', 'K15a30720']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 13, 53), (0, 13, 53)): 1, (3, 3, (0, 109, 109), (0, 109, 109)): 1, (4, 4, (0, 7, 7, 13, 53), (0, 7, 7, 13, 53)): 1, (5, 5, (0, 1879, 1879), (0, 1879, 1879)): 1, (6, 6, (0, 13, 53, 109, 109), (0, 13, 53, 109, 109)): 1}"
"['K15n9023', 'K15n9476']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 121, 121), (0, 121, 121)): 1, (2, 2, (0, 313), (0, 313)): 1, (4, 4, (0, 29, 29, 313), (0, 29, 29, 313)): 1, (6, 6, (0, 121, 121, 313), (0, 121, 121, 313)): 1, (5, 5, (0, 1451, 1451), (0, 1451, 1451)): 1}"
"['K15a8347', 'K15a8098']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 2, 2, 7, 7, 17, 17), (0, 2, 2, 7, 7, 17, 17)): 1, (6, 24, (0, 3, 4, 7, 7, 16, 17, 17), (0, 2, 2, 3, 3, 3, 4, 7, 7, 13, 16, 16, 17, 17, 32, 61, 128, 128)): 1, (6, 12, (0, 4, 7, 7, 17, 17, 32), (0, 2, 7, 7, 16, 17, 17, 64, 64)): 1, (4, 12, (0, 2, 16), (0, 2, 7, 7, 16, 17, 17, 64, 64)): 1, (2, 2, (0, 13, 61), (0, 13, 61)): 1, (4, 4, (0, 13, 37, 37, 61), (0, 13, 37, 37, 61)): 1, (5, 5, (0, 1571, 1571), (0, 1571, 1571)): 1, (6, 6, (0, 2, 2, 2, 2, 7, 7, 13, 17, 17, 61), (0, 2, 2, 2, 2, 7, 7, 13, 17, 17, 61)): 1}"
"['K15a4780', 'K15a3961']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 4), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 8, 8, 8, 8, 9, 9, 9, 9, 121, 121, 121, 409, 409, 409, 409, 409)): 1, (3, 3, (0, 5, 5, 17, 17), (0, 5, 5, 17, 17)): 1, (2, 2, (0, 613), (0, 613)): 1, (6, 36, (0, 4, 4, 7, 613), (0, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 19, 19, 19, 19, 613)): 1, (4, 4, (0, 3, 3, 613), (0, 3, 3, 613)): 1, (5, 5, (0, 271, 271), (0, 271, 271)): 1, (6, 6, (0, 5, 5, 17, 17, 613), (0, 5, 5, 17, 17, 613)): 1, (6, 60, (0, 2, 3, 4, 409), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 4, 4, 4, 8, 8, 8, 8, 9, 9, 9, 9, 121, 121, 121, 409, 409, 409, 409, 409)): 1, (6, 36, (0, 19, 613), (0, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 7, 7, 7, 7, 19, 19, 19, 19, 613)): 1}"
"['K14a78', 'K14a105']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 53), (0, 5, 5, 32, 32, 53, 53, 53)): 1, (2, 2, (0, 509), (0, 509)): 1, (3, 3, (0, 5, 5, 32, 32), (0, 5, 5, 32, 32)): 1, (6, 24, (0, 5, 5, 32, 32, 61), (0, 5, 5, 53, 53, 53, 61, 61, 61, 64, 64, 509)): 1, (4, 4, (0, 31, 31, 509), (0, 31, 31, 509)): 1, (5, 5, (0, 2351, 2351), (0, 2351, 2351)): 1, (6, 6, (0, 5, 5, 64, 64, 509), (0, 5, 5, 64, 64, 509)): 1, (6, 12, (0, 5, 5, 32, 32, 53), (0, 5, 5, 32, 32, 53, 53, 53)): 1}"
"['K15n122107', 'K15n122294']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 17, 29), (0, 17, 29)): 1, (3, 3, (0, 97, 97), (0, 97, 97)): 1, (4, 4, (0, 11, 11, 17, 29), (0, 11, 11, 17, 29)): 1, (5, 5, (0, 661, 661), (0, 661, 661)): 1, (6, 6, (0, 17, 29, 97, 97), (0, 17, 29, 97, 97)): 1}"
"['K15a8243', 'K15a8265']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 11, 79), (0, 11, 79)): 1, (3, 3, (0, 283, 283), (0, 283, 283)): 1, (4, 4, (0, 11, 59, 59, 79), (0, 11, 59, 59, 79)): 1, (5, 5, (0, 8681, 8681), (0, 8681, 8681)): 1, (6, 6, (0, 5, 5, 11, 79, 283, 283), (0, 5, 5, 11, 79, 283, 283)): 1}"
"['K15n12491', 'K15n12662']","{(1, 1, (0,), (0,)): 1, (5, 10, (0, 31), (0, 5, 29, 31, 31)): 1, (5, 20, (0, 5), (0, 5, 5, 5, 5, 5, 5, 5, 29)): 1, (3, 3, (0, 31, 31), (0, 31, 31)): 1, (5, 20, (0, 3, 5), (0, 3, 3, 3, 3, 5, 5, 5, 5, 5, 25, 29)): 1, (2, 2, (0, 5, 29), (0, 5, 29)): 1, (5, 120, (0, 4, 139), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 25, 25, 25, 29, 139, 139, 139, 139)): 1, (6, 120, (0, 2, 3, 7, 13), (0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 13, 25, 25, 25, 29, 139, 139, 139, 139)): 1, (4, 4, (0, 5, 5, 5, 29), (0, 5, 5, 5, 29)): 1, (6, 6, (0, 5, 29, 31, 31), (0, 5, 29, 31, 31)): 1, (5, 5, (0, 181, 181), (0, 181, 181)): 1}"
"['K15a55281', 'K15a55437']","{(1, 1, (0,), (0,)): 1, (3, 3, (0, 5, 5, 19, 19), (0, 5, 5, 19, 19)): 1, (2, 2, (0, 919), (0, 919)): 1, (6, 6, (0, 5, 5, 19, 19, 919), (0, 5, 5, 19, 19, 919)): 1, (4, 4, (0, 7, 7, 919), (0, 7, 7, 919)): 1, (5, 5, (0, 1021, 1021), (0, 1021, 1021)): 1}"
"['K15n7741', 'K15n7861']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2), (0, 2, 2, 8, 8, 49, 49)): 1, (5, 10, (0, 5), (0, 5, 5, 5, 67)): 1, (2, 2, (0, 5, 67), (0, 5, 67)): 1, (3, 3, (0, 2, 2, 49, 49), (0, 2, 2, 49, 49)): 1, (6, 12, (0, 4, 4, 49, 49), (0, 2, 2, 8, 8, 49, 49)): 1, (6, 24, (0, 4, 32, 49, 49), (0, 4, 4, 4, 5, 32, 49, 49, 67, 128, 128)): 1, (4, 4, (0, 5, 19, 19, 67), (0, 5, 19, 19, 67)): 1, (5, 5, (0, 1151, 1151), (0, 1151, 1151)): 1, (6, 6, (0, 2, 2, 2, 2, 5, 49, 49, 67), (0, 2, 2, 2, 2, 5, 49, 49, 67)): 1}"
"['K15n16666', 'K15n16985']","{(1, 1, (0,), (0,)): 1, (3, 6, (0, 3, 11), (0, 3, 9, 11, 11, 73)): 1, (3, 3, (0, 53, 53), (0, 53, 53)): 1, (2, 2, (0, 3, 73), (0, 3, 73)): 1, (4, 4, (0, 3, 17, 17, 73), (0, 3, 17, 17, 73)): 1, (5, 5, (0, 911, 911), (0, 911, 911)): 1, (6, 6, (0, 3, 3, 3, 53, 53, 73), (0, 3, 3, 3, 53, 53, 73)): 1, (6, 6, (0, 3, 9, 11, 11, 73), (0, 3, 9, 11, 11, 73)): 1, (6, 18, (0, 2, 2, 3, 5, 5, 9, 73), (0, 2, 2, 2, 2, 3, 3, 3, 5, 5, 5, 5, 9, 9, 9, 11, 11, 53, 53, 73)): 1}"
"['K15n33186', 'K15n33180']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 2, 2, 9), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 7, 7, 9, 9, 9, 9, 359)): 1, (5, 20, (0, 841), (0, 5, 5, 7, 7, 359, 841, 841, 841, 841)): 1, (2, 2, (0, 359), (0, 359)): 1, (3, 3, (0, 131, 131), (0, 131, 131)): 1, (4, 4, (0, 5, 5, 7, 7, 359), (0, 5, 5, 7, 7, 359)): 1, (5, 5, (0, 11, 11, 271, 271), (0, 11, 11, 271, 271)): 1, (6, 6, (0, 5, 5, 131, 131, 359), (0, 5, 5, 131, 131, 359)): 1}"
"['K15n24664', 'K15n28458']","{(1, 1, (0,), (0,)): 1, (6, 60, (0, 3, 4, 4, 7), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 9, 9, 9, 9, 13, 13, 13, 13, 13, 13, 17, 17, 17, 17)): 1, (3, 3, (0, 7, 7), (0, 7, 7)): 1, (6, 120, (0, 4, 4, 41), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 25, 25, 25, 41, 41, 41, 41, 41, 131, 131, 131, 131, 173, 173, 173, 173, 173, 199, 199, 199, 199, 199, 199, 241)): 1, (5, 120, (0, 131), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16, 25, 25, 25, 41, 41, 41, 41, 41, 131, 131, 131, 131, 173, 173, 173, 173, 173, 199, 199, 199, 199, 199, 199, 241)): 1, (5, 60, (0, 2, 2, 3, 17), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 5, 5, 5, 7, 7, 7, 7, 7, 8, 8, 8, 8, 9, 9, 9, 9, 13, 13, 13, 13, 13, 13, 17, 17, 17, 17)): 1, (2, 2, (0, 241), (0, 241)): 1, (4, 4, (0, 241), (0, 241)): 1, (6, 6, (0, 7, 7, 241), (0, 7, 7, 241)): 1, (5, 5, (0, 251, 251), (0, 251, 251)): 1}"
"['K15a11895', 'K15a11841']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 677), (0, 677)): 1, (3, 3, (0, 7, 7, 25, 25), (0, 7, 7, 25, 25)): 1, (4, 4, (0, 19, 19, 677), (0, 19, 19, 677)): 1, (5, 5, (0, 19, 19), (0, 19, 19)): 1, (6, 6, (0, 7, 7, 25, 25, 677), (0, 7, 7, 25, 25, 677)): 1}"
"['K15a58400', 'K15a58267']","{(1, 1, (0,), (0,)): 1, (5, 60, (0, 0, 8), (0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 839, 839, 839, 12251, 12251, 12251, 12251, 12251)): 1, (2, 2, (0, 1013), (0, 1013)): 1, (3, 3, (0, 181, 181), (0, 181, 181)): 1, (4, 4, (0, 11, 11, 1013), (0, 11, 11, 1013)): 1, (5, 5, (0, 419, 419), (0, 419, 419)): 1, (6, 6, (0, 181, 181, 1013), (0, 181, 181, 1013)): 1, (6, 60, (0, 2, 16, 12251), (0, 0, 0, 0, 0, 3, 3, 3, 3, 4, 4, 4, 4, 4, 8, 8, 8, 8, 8, 8, 8, 8, 8, 839, 839, 839, 12251, 12251, 12251, 12251, 12251)): 1}"
"['K15n58278', 'K15n70710']","{(1, 1, (0,), (0,)): 1, (4, 12, (0, 2, 2, 3), (0, 2, 2, 3, 3, 3, 4, 4, 4, 4, 17, 17)): 2, (3, 6, (0, 0, 4), (0, 0, 0, 3, 4, 4, 31)): 1, (6, 24, (0, 0, 2, 2, 2), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31)): 1, (4, 24, (0, 2, 2), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31)): 1, (4, 24, (0, 2, 2, 31), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31, 31, 31, 31)): 1, (6, 24, (0, 0, 2, 2, 2, 31), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31, 31, 31, 31)): 1, (6, 24, (0, 0, 2, 2, 7, 7, 8, 31), (0, 0, 0, 0, 0, 0, 3, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 31, 31, 31, 31, 32, 32)): 1, (3, 3, (0, 2, 2, 2, 2, 17, 17), (0, 2, 2, 2, 2, 17, 17)): 1, (6, 24, (0, 0, 2, 2, 4, 17, 17), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 17, 17, 31)): 2, (6, 12, (0, 2, 2, 3, 4, 4, 17, 17), (0, 2, 2, 3, 3, 3, 4, 4, 4, 4, 17, 17)): 2, (6, 24, (0, 2, 2, 3, 4, 4, 17, 17), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 3, 3, 3, 4, 17, 17, 31)): 2, (6, 24, (0, 2, 2, 2, 2, 2, 2, 17, 17, 31), (0, 0, 0, 0, 0, 0, 3, 4, 4, 8, 17, 17, 17, 17, 17, 31, 31, 31, 31, 32, 32)): 1, (4, 24, (0, 2, 2, 7, 7, 31), (0, 0, 0, 0, 0, 0, 3, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 31, 31, 31, 31, 32, 32)): 1, (5, 60, (0, 3, 3, 71, 71), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 9, 16, 16, 16, 16, 27, 27, 27, 27, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71)): 1, (6, 12, (0, 0, 2, 2, 8, 17, 17, 17), (0, 0, 0, 0, 4, 16, 16, 17, 17, 17, 17, 17)): 1, (6, 60, (0, 0, 2, 2, 4, 9, 71), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 4, 4, 4, 4, 5, 5, 5, 8, 9, 16, 16, 16, 16, 27, 27, 27, 27, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 71)): 1, (6, 12, (0, 0, 2, 2, 4, 17, 17), (0, 0, 0, 0, 2, 2, 2, 17, 17)): 2, (4, 12, (0, 0, 4, 17), (0, 0, 0, 0, 4, 16, 16, 17, 17, 17, 17, 17)): 1, (6, 24, (0, 0, 0, 4, 4, 7), (0, 0, 0, 0, 0, 0, 3, 4, 4, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 31, 31, 31, 31, 32, 32)): 1, (2, 2, (0, 9, 31), (0, 9, 31)): 1, (4, 12, (0, 0, 2), (0, 0, 0, 0, 2, 2, 2, 17, 17)): 2, (6, 6, (0, 0, 0, 3, 4, 4, 31), (0, 0, 0, 3, 4, 4, 31)): 1, (6, 24, (0, 0, 0, 2, 4), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31)): 1, (6, 24, (0, 0, 0, 2, 4), (0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 3, 4, 31, 31, 31, 31)): 1, (5, 5, (0, 71, 71), (0, 71, 71)): 1, (6, 18, (0, 3, 3, 9, 17, 17, 31), (0, 0, 0, 0, 0, 3, 3, 4, 4, 4, 4, 9, 17, 17, 17, 17, 17, 17, 31)): 1, (4, 4, (0, 7, 7, 9, 31), (0, 7, 7, 9, 31)): 1, (6, 6, (0, 0, 0, 3, 4, 4, 17, 17, 31), (0, 0, 0, 3, 4, 4, 17, 17, 31)): 1}"
"['K15a7358', 'K15a6524']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 1049), (0, 1049)): 1, (3, 3, (0, 211, 211), (0, 211, 211)): 1, (4, 4, (0, 13, 13, 1049), (0, 13, 13, 1049)): 1, (5, 5, (0, 1049, 1049), (0, 1049, 1049)): 1, (6, 6, (0, 211, 211, 1049), (0, 211, 211, 1049)): 1}"
"['K15a4569', 'K15a4425']","{(1, 1, (0,), (0,)): 1, (5, 20, (0, 27), (0, 5, 5, 7, 7, 27, 27, 27, 27, 797)): 1, (3, 3, (0, 229, 229), (0, 229, 229)): 1, (5, 20, (0, 2, 2, 19, 43), (0, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 7, 7, 19, 19, 19, 19, 43, 43, 43, 43, 797)): 1, (2, 2, (0, 797), (0, 797)): 1, (4, 4, (0, 5, 5, 7, 7, 797), (0, 5, 5, 7, 7, 797)): 1, (6, 6, (0, 229, 229, 797), (0, 229, 229, 797)): 1, (5, 5, (0, 2, 2, 2, 2, 499, 499), (0, 2, 2, 2, 2, 499, 499)): 1}"
"['K15a38248', 'K15a37817']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 619), (0, 619)): 1, (3, 3, (0, 191, 191), (0, 191, 191)): 1, (4, 4, (0, 29, 29, 619), (0, 29, 29, 619)): 1, (5, 5, (0, 139, 139), (0, 139, 139)): 1, (6, 6, (0, 5, 5, 191, 191, 619), (0, 5, 5, 191, 191, 619)): 1}"
"['K15n50753', 'K15n50797']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 7, 11), (0, 7, 11)): 1, (4, 4, (0, 7, 11, 11, 11), (0, 7, 11, 11, 11)): 1, (3, 3, (0, 43, 43), (0, 43, 43)): 1, (6, 6, (0, 7, 11, 43, 43), (0, 7, 11, 43, 43)): 1, (5, 5, (0, 71, 71), (0, 71, 71)): 1}"
"['K13n506', 'K13n310']","{(1, 1, (0,), (0,)): 1, (5, 10, (0,), (0, 5, 25)): 1, (2, 2, (0, 125), (0, 125)): 1, (4, 4, (0, 125), (0, 125)): 1, (3, 3, (0, 25, 25), (0, 25, 25)): 1, (6, 6, (0, 25, 25, 125), (0, 25, 25, 125)): 1, (5, 5, (0, 149, 149), (0, 149, 149)): 1}"
"['K15n7728', 'K15n9684']","{(1, 1, (0,), (0,)): 1, (2, 2, (0, 461), (0, 461)): 1, (6, 360, (0, 2, 3), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 11, 11, 11, 11, 11, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 19, 19, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 81, 81, 81, 81, 81, 81, 243, 243, 243, 243, 2311, 2311, 2311, 2311, 2311, 2311, 2311, 2311)): 1, (6, 360, (0, 2, 3), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 79, 79, 79, 79, 79, 79, 79, 79, 79, 479, 479, 479, 479, 479, 479, 479, 479)): 1, (5, 60, (0, 2, 3, 4), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16)): 1, (6, 60, (0, 2, 2, 2, 16), (0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 8, 8, 8, 16, 16, 16, 16, 16, 16, 16, 16)): 1, (4, 4, (0, 7, 7, 461), (0, 7, 7, 461)): 1, (6, 360, (0, 0, 5), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 7, 7, 7, 7, 7, 7, 7, 7, 7, 7, 8, 9, 9, 9, 9, 16, 16, 16, 16, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 19, 19, 19, 79, 79, 79, 79, 79, 79, 79, 79, 79, 479, 479, 479, 479, 479, 479, 479, 479)): 1, (3, 3, (0, 103, 103), (0, 103, 103)): 1, (6, 360, (0, 0, 11), (0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 8, 11, 11, 11, 11, 11, 16, 16, 16, 16, 19, 19, 19, 19, 19, 19, 19, 19, 19, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 81, 81, 81, 81, 81, 81, 243, 243, 243, 243, 2311, 2311, 2311, 2311, 2311, 2311, 2311, 2311)): 1, (6, 6, (0, 103, 103, 461), (0, 103, 103, 461)): 1, (5, 5, (0, 349, 349), (0, 349, 349)): 1}"
